Identifier,Resource_no,Collection_Title
ref340_sid,53414,"Chem 151 Lecture Notes I,"
ref341_82m,53415,"Chem 151 Lecture Notes II,"
ref296_fmh,54492,"Johnson, John, collection, prescriptions (includes transcriptions), circa 1836-1888,"
ref351_spo,54547,"Blanchard, Laman,"
ref607_t5n,54802,"<emph render=""italic"">The Comic Almanack</emph>, title page, first series, 1835-1843,"
ref880_19c,55075,"<emph render=""italic"">George Cruikshank's Table Book</emph>, proofs,"
ref881_vg2,55076,"Illustrations to Blanchard Jerrold's, <emph render=""italic"">Life of George Cruikshank</emph>,"
ref885_85o,55080,"Broadsides,"
ref1016_88n,55207,"This series contains notes, transcriptions of letters, illustrations and other printed material relating to the research and collection of Frank S. Bradburn,"
ref11_7bo,65146,"Gilcrease Oil Company, East Texas ""Early Days"" video,"
ref19_jxj,65148,"A-B: Business and Personal Correspondence from or to George Sawtelle,"
ref20_cqm,65149,"C: Business and Personal Correspondence between George Sawtelle and C.E. Cook and others,"
ref21_twq,65150,"Correspondence of Christian, W.G.,"
ref22_a7w,65151,"D: Correspondence to or from George Sawtelle,"
ref23_4z0,65152,"Correspondence of Davis, Morgan,"
ref24_dsj,65153,"E: correspondence,"
ref26_0il,65155,"F: Correspondence to G. Sawtelle,"
ref27_jhn,65156,"G: Correspondence,"
ref28_48g,65157,"Guideline for Applying Protective Coatings to Underground Pipelines,"
ref29_6kz,65158,"H: Correspondence,"
ref30_wzu,65159,"Houston Geological Society,"
ref31_nuu,65160,"I-J: Correspondence,"
ref32_dmr,65161,"K: Correspondence related to leases and Kirby Oil,"
ref33_1g6,65162,"Kirby, John H.,"
ref34_oi3,65163,"Kirby Petroleum Company: corporate history, clippings,"
ref35_cuh,65164,"Kirby [Petroleum Co.] correspondence, memos; folder 1 of 2,"
ref36_8x0,65165,"Kirby [Petroleum Co.] correspondence, memos; folder 2 of 2,"
ref37_ymo,65166,"L: Correspondence,"
ref38_wxx,65167,"Lehigh University,"
ref40_x4b,65169,"M: Correspondence,"
ref41_iwi,65170,"Mattinson, J.A.,"
ref42_vu8,65171,"Mays, Gene,"
ref43_dsf,65172,"Mid-Continent Oil & Gas Assoc.,"
ref44_pjv,65173,"Mincon, map, correspondence, DMEA project on Elk Ridge properties, Colorado,"
ref45_vh4,65174,"Minister, H.,"
ref46_p89,65175,"Moncrief, W.A.,"
ref47_s4j,65176,"Muldoon Well,"
ref48_89d,65177,"Murchison, Clint; dissolution of Kirby [Petroleum Co.],"
ref49_kkv,65178,"N: Correspondence,"
ref50_0yw,65179,"Neath, J.A.,"
ref51_b1w,65180,"Correspondence with F.C. O'Keefe, Oahu Railway and Land Company, and Oliphant and Co.,"
ref52_q63,65181,"Opinions on Oil Leases,"
ref53_ata,65182,"Pratts, Wallace,"
ref54_qt7,65183,"P: Correspondence,"
ref55_v99,65184,"R: Correspondence,"
ref56_az7,65185,"Ragan, Cooper,"
ref57_950,65186,"Ragan, Cooper,"
ref58_pyu,65187,"Reiter, Bosey,"
ref59_qdd,65188,"S: Correspondence,"
ref60_iul,65189,"St. Thomas High School - George Strake,"
ref61_n5j,65190,"Sawtelle, George,"
ref62_v4k,65191,"Sawtelle, George,"
ref64_t91,65193,"Sawtelle Family,"
ref65_im9,65194,"Sawtelle Family,"
ref66_7m7,65195,"Stroube, H.R. & W.C.,"
ref67_t21,65196,"Suman, John R.,"
ref68_eal,65197,"T: Correspondence,"
ref69_hk4,65198,"Texas Oil & Gas Conservation Assoc.,"
ref70_44r,65199,"V, W: Correspondence,"
ref71_dwn,65200,"Y, Z: Correspondence,"
ref72_j8w,65201,"Yates Field,"
ref73_qqx,65202,"Photographs (printed scans and CD),"
ref252_2z2,72856,"Plaques, awards, certificates, memberships,"
ref253_kaz,72857,"Subseries B: Nine Bar Ranch and other cattle interests,"
ref265_vp3,72869,"Nine Bar Ranch rice production,"
ref267_sqb,72871,"Federal bank loan,"
ref271_8r0,72875,"Subseries C: Other companies, business interests associated with Gus Wortham,"
ref293_p94,72897,"Agricultural Livestock Finance Corporation,"
ref339_xln,72943,"Subseries D: Other land and oil interests,"
ref15_wlo,81210,"Incorporation General ledger,"
ref15_zpu,81253,"Anah Marie Leland from Wm. McIver Streetman,"
ref16_uvc,81254,"AML from WMS,"
ref17_8al,81255,"AML from WMS,"
ref18_00z,81256,"Wm. McIver Streetman from Anah Marie Leland,"
ref19_eo2,81257,"AML from WMS,"
ref20_a59,81258,"AML from WMS,"
ref21_7c5,81259,"WMS from AML,"
ref22_vh3,81260,"AML from WMS,"
ref23_945,81261,"AML from WMS,"
ref24_sja,81262,"WMS from AML,"
ref25_osd,81263,"AML from WMS,"
ref26_x6k,81264,"WMS from AML,"
ref27_3jb,81265,"AML from WMS,"
ref28_h9f,81266,"AML from WMS,"
ref29_760,81267,"WMS from AML,"
ref30_ta5,81268,"WMS from AML,"
ref31_6vx,81269,"AML from WMS,"
ref33_cob,81271,"AMLS from WMS,"
ref34_hxd,81272,"WMS from AMLS,"
ref35_hoe,81273,"AMLS from WMS,"
ref36_eq5,81274,"WMS from AMLS,"
ref37_j4s,81275,"AMLS from WMS,"
ref38_7rm,81276,"AMLS from WMS,"
ref39_ijp,81277,"AMLS from WMS,"
ref40_rp0,81278,"AMLS from WMS,"
ref41_mf3,81279,"AMLS from WMS,"
ref42_4q9,81280,"AMLS from WMS,"
ref43_otd,81281,"AMLS from WMS,"
ref44_unq,81282,"AMLS from WMS,"
ref45_xcl,81283,"AMLS from WMS,"
ref46_uit,81284,"WMS from AMLS,"
ref50_6p2,81287,"AMLS from F.W. Leland (father),"
ref51_m5g,81288,"AMLS from F.W. Leland (father),"
ref52_0db,81289,"AMLS from Eaton Leland (brother),"
ref53_tm3,81290,"AMLS from Eaton Leland (brother),"
ref56_pnq,81293,"AML from Uncle George Eaton,"
ref57_v8g,81294,"AML from Uncle George Eaton,"
ref58_t6w,81295,"AML from Uncle George Eaton,"
ref59_19z,81296,"AML from Uncle George Eaton,"
ref60_ub5,81297,"AML from Uncle George Eaton,"
ref61_rjy,81298,"AML from Uncle George Eaton,"
ref62_nvh,81299,"AMLS from Uncle George Eaton,"
ref63_p1q,81300,"AMLS from Uncle George Eaton,"
ref64_txq,81301,"AMLS from Uncle George Eaton,"
ref65_nlz,81302,"AMLS from Uncle George Eaton,"
ref66_or5,81303,"AMLS from Uncle George Eaton,"
ref67_n2o,81304,"AMLS from Uncle George Eaton,"
ref68_8uv,81305,"AMLS from Uncle George Eaton, ,"
ref69_h90,81306,"AMLS from Uncle George Eaton, ,"
ref70_ttn,81307,"AMLS from Uncle George Eaton,"
ref71_zf0,81308,"AMLS from Uncle George Eaton,"
ref72_jcj,81309,"AMLS from Uncle George Eaton,"
ref73_q1r,81310,"AMLS from Uncle George Eaton,"
ref74_sv6,81311,"AMLS from Uncle George Eaton,"
ref75_2p4,81312,"AMLS from Uncle George Eaton,"
ref76_8j9,81313,"AMLS from Uncle George Eaton,"
ref77_jj4,81314,"AMLS from Uncle George Eaton,"
ref78_z91,81315,"AMLS from Uncle George Eaton,"
ref79_4nh,81316,"AMLS from Uncle George Eaton,"
ref80_agf,81317,"AMLS from Uncle George Eaton,"
ref81_yu0,81318,"AMLS from Uncle George Eaton,"
ref82_9fj,81319,"AMLS from Uncle George Eaton,"
ref83_fdv,81320,"AMLS from Uncle George Eaton,"
ref85_ob6,81322,"AMLS from Uncle George Eaton,"
ref87_ftn,81324,"AMLS and WMS from Autrys,"
ref88_j4r,81325,"AMLS from friends,"
ref91_du0,81328,"Anah Marie Leland’s Central High School, Houston, TX Scrapbook,"
ref2_47u,85529,"Naomi (Pete), family, and friends,"
ref3_0rn,85531,"Invitations, personal papers, newspaper clippings,"
ref4_1p5,85532,"Ed Holloway retirement dinner photographs,"
ref6_1vh,85534,"Naomi ""Pete"" Guion Holloway photographs,"
ref8_ael,85536,"Group photographs,"
ref9_slq,85537,"Color slides of women,"
ref10_39o,85538,"Group photographs,"
ref11_s7l,85539,"Portraits of Ed and Pete Holloway,"
ref12_wvb,85540,"Ed Holloway Varsity ""R"" Award,"
ref13_gdr,85541,"Memorial by Clifton V. (Buddy) Ray,"
ref1_6le,87811,"Event & Ceremony Itineraries and Cards,"
ref2_gcd,87812,"Correspondence Files,"
ref15_x95,87825,"Photographs,"
ref16_91h,87827,"John K. Koelsch Arlington National Cemetary Information, Photos, Correspondence,"
ref50_or5,87863,"Official Certificates/Honors,"
ref82_kda,87883,"Henry A. Koelsch, Sr. and Jr.,"
ref1273_ria,89669,"Perspective, A publication of the American Institute of Architects, Houston Chapter,"
ref1278_c3y,89674,"Checkset, Newsletter of the Texas Society of Architects,"
ref1285_6n4,89681,"Texas Architect,"
ref1291_1ym,89687,"Texas Architect,"
ref1300_xm2,89696,"Texas Architect, vol. 62, no. 05,"
ref38_3x9,90283,"Deputy Secretary of Defense Scrapbook,"
ref39_w23,90284,"Deputy Secretary of Defense Scrapbook,"
ref40_hkz,90285,"Deputy Secretary of Defense Scrapbook,"
ref41_obn,90286,"Deputy Secretary of Defense Scrapbook,"
ref42_0bh,90287,"Deputy Secretary of Defense Scrapbook,"
ref43_gwm,90288,"Deputy Secretary of Defense Scrapbook,"
ref44_an7,90289,"Deputy Secretary of Defense Scrapbook,"
ref45_ozi,90290,"Deputy Secretary of Defense Scrapbook,"
ref46_nhw,90291,"Deputy Secretary of Defense Scrapbook,"
ref47_fwf,90292,"Deputy Secretary of Defense Scrapbook,"
ref48_2on,90293,"Deputy Secretary of Defense Scrapbook,"
ref49_4k3,90294,"Deputy Secretary of Defense Scrapbook,"
ref51_082,90296,"Deputy Secretary of Defense Scrapbook,"
ref52_eio,90297,"Deputy Secretary of Defense Scrapbook,"
ref53_pcu,90298,"Deputy Secretary of Defense Scrapbook,"
ref54_zpp,90299,"Deputy Secretary of Defense Scrapbook,"
ref55_3wn,90300,"Deputy Secretary of Defense Scrapbook,"
ref56_kts,90301,"Deputy Secretary of Defense Scrapbook,"
ref57_fw1,90302,"Deputy Secretary of Defense Scrapbook,"
ref58_clu,90303,"Deputy Secretary of Defense Scrapbook,"
ref59_e7z,90304,"Deputy Secretary of Defense Scrapbook,"
ref60_bek,90305,"Deputy Secretary of Defense Scrapbook,"
ref61_11g,90306,"Deputy Secretary of Defense Scrapbook,"
ref63_ys8,90308,"Secretary of Energy Scrapbook, Swearing-In Ceremony,"
ref64_q5s,90309,"Secretary of Energy Scrapbook, Photographs,"
ref65_x50,90310,"Secretary of Energy Scrapbook, Photographs,"
ref68_mo4,90313,"Secretary of Energy Scrapbook,"
ref69_i7m,90314,"Secretary of Energy Scrapbook,"
ref70_xfp,90315,"Secretary of Energy Scrapbook,"
ref71_vb4,90316,"Secretary of Energy Scrapbook, Photographs,"
ref72_zsc,90317,"Secretary of Energy Scrapbook,"
ref74_mc4,90319,"Secretary of Energy Scrapbook, Declaration of the Venice Summit,"
ref75_0lc,90320,"Secretary of Energy Scrapbook,"
ref76_jnw,90321,"Secretary of Energy Scrapbook,"
ref77_7a9,90322,"Secretary of Energy Scrapbook,"
ref78_u7r,90323,"Secretary of Energy Scrapbook,"
ref81_uen,90325,"Department of Defense Egypt Visit,"
ref82_23c,90326,"Deputy Secretary of Defense Visit to Iran,"
ref83_l58,90327,"Department of Defense Saudi Arabia Itinerary,"
ref84_j1d,90328,"Deputy Secretary of Defense Visit to Kenya,"
ref85_k63,90329,"Sudan,"
ref114_vcg,90330,"United Kingdom of Great Britain and Northern Ireland,"
ref86_kh1,90331,"Secretary of Energy trip Saudi Arabia,"
ref87_j4x,90332,"President Carter Visit to Rome, the Vatican, Venice, Belgrade, Madrid & Lisbon,"
ref88_3in,90367,"Newspaper clippings,"
ref89_x0l,90418,"Newspaper clippings,"
ref90_6fc,90419,"Newspaper clippings,"
ref118_o14,90436,"Printed Materials: The White House News & Views,"
ref867_dru,93528,"Mary C. Cravens Scrapbooks,"
ref73_dq9,95527,"Audio,"
ref74_dsa,95528,"Programs,"
ref161_ni3,95530,"Audio,"
ref103_9rn,95531,"Programs,"
ref70_glt,95533,"Documents,"
ref72_z0i,95534,"Images,"
ref76_ew1,95535,"Audio,"
ref68_88b,95539,"Show Materials,"
ref88_8xx,95543,"Images,"
ref89_uas,95544,"Christmas,"
ref90_38y,95545,"Misc Images,"
ref91_7r2,95546,"Pride Concert,"
ref92_0sb,95547,"Pride Concert,"
ref93_p0n,95548,"Sen Jack Ogg - Gov for a Day,"
ref94_v3z,95549,"Sen Rodney Ellis - Gov for a Day,"
ref95_1n5,95550,"St. Stephens Episcopal Church,"
ref96_l6q,95551,"Tape Covers,"
ref97_9ao,95552,"Tower Theater,"
ref108_9zu,95554,"First Concert,"
ref109_v2p,95555,"Ceremony of the Carols,"
ref110_agk,95556,"Holiday Festival,"
ref111_rhu,95557,"Orchestra Texas,"
ref112_sbk,95558,"Day of Remembrance,"
ref113_fxy,95559,"Texas Fahrten,"
ref114_dk9,95560,"Lone Star Band,"
ref116_dl9,95562,"Day of Rembrance,"
ref117_hvz,95563,"HeartSong,"
ref119_0uo,95565,"Season For Us All,"
ref120_mgk,95566,"Tenth Anniversary,"
ref121_1ae,95567,"Happy Together,"
ref122_x0q,95568,"Texas Sing Out,"
ref123_o9u,95569,"Capital City,"
ref124_q5k,95570,"Our Time,"
ref125_foy,95571,"Season for us all,"
ref126_vcj,95572,"New Orleans,"
ref127_1t0,95573,"Out Together & Proud,"
ref128_hx8,95574,"Season for us all,"
ref129_gsm,95575,"HeartSong,"
ref130_q22,95576,"Season for us all,"
ref131_8zt,95577,"TF&TL,"
ref132_l81,95578,"Love Is All It Takes,"
ref133_0qj,95579,"Proud Out Loud,"
ref134_w0q,95580,"Stories of the Season,"
ref135_otc,95581,"GALA Fest Tampa,"
ref136_v5p,95582,"Simple Gifts,"
ref137_8xy,95583,"Simple Pleasures,"
ref138_36o,95584,"Travel for the Holidays,"
ref139_aaq,95585,"Pride Band 20th Anniversary,"
ref140_bqe,95586,"Sing of Love,"
ref141_3rw,95587,"Way Out West,"
ref142_2ja,95588,"I Write the Songs,"
ref143_tnd,95589,"In the Spirit,"
ref144_4v7,95590,"Family Values,"
ref145_qwz,95591,"It's a Wonderful Life,"
ref146_kvk,95592,"That's Entertainment,"
ref147_zyl,95593,"Band-Stars Across America,"
ref148_m88,95594,"Early Programs,"
ref149_bva,95595,"HeartSong,"
ref150_cxd,95596,"Lone Star Band-Stars Across America,"
ref14_x58,97210,"Book 3,"
ref23_3zy,97214,"Book 4,"
ref27_u32,97218,"Book 5,"
ref30_ng8,97221,"Book 6,"
ref31_gwi,97225,"Book 7,"
ref33_357,97237,"Book 9,"
ref37_gsm,97255,"Book 13,"
ref39_c2e,97266,"Book 15,"
ref40_dwk,97271,"Book 16,"
ref95_m4s,97283,"Book 18 b,"
ref100_81v,97288,"Quilters (5 of 5),"
ref43_ath,97289,"Book 19,"
ref109_5ho,97299,"Book 21,"
ref113_l58,97303,"Book 22,"
ref117_b5z,97307,"Book 23,"
ref118_ami,97311,"Book 24,"
ref120_xzy,97318,"Book 26,"
ref121_8x1,97323,"Book 27,"
ref122_7la,97328,"Book 28,"
ref124_57h,97337,"Book 30,
"
ref125_130,97342,"Book 31,"
ref160_gh4,97347,"Book 32,"
ref164_923,97351,"Book 33,"
ref167_12s,97354,"Book 34,"
ref170_83c,97357,"Book 35,"
ref174_hju,97361,"Book 36,"
ref179_jf0,97365,"Book 37,"
ref185_g0w,97376,"Book 38,"
ref189_qrp,97380,"Book 39,"
ref193_901,97384,"Book 40,"
ref220_92q,97404,"Third Ward, First World,"
ref225_d4d,97409,"Exhibits,"
ref228_2dp,97412,"Untitled,"
ref229_ovx,97413,"Back II the Groove II,"
ref238_dng,97414,"Fall,"
ref241_xye,97417,"Untitled,"
ref247_c6x,97423,"Ashe News Letter,"
ref254_9t5,97451,"Exhibitons and Educational Programs,"
ref256_b2q,97452,"Womens Exhibitons,"
ref257_1z3,97453,"Conscience of Houston Black Women Artists,"
ref258_lw0,97454,"Gorilla Girls Show- Downtown Houston,"
ref259_u49,97455,"Membership Materials,"
ref260_e2s,97456,"Notes on Openview,"
ref261_7f0,97457,"Exhibitons,"
ref263_6n3,97458,"Exhibitons and Educational Programs,"
ref264_f4x,97459,"Coast to Coast: A Women of Color Nation Artist's Box Project,"
ref265_ziu,97460,"Exhibitions and Educational Programs,"
ref268_it2,97461,"Exhibitions and Educational Programs (1 of 2),"
ref269_bit,97463,"Exhibitions and Educational Programs (2 of 2),"
ref270_khk,97464,"Exhibitions and Educational Programs (1 of 2),"
ref271_p7y,97469,"Exhibitions and Educational Programs (2 of 2),"
ref272_3l0,97471,"Exhibitions and Educational Programs (1 of 2),"
ref273_abb,97475,"Exhibitions and Educational Programs (2 of 2),"
ref274_twn,97478,"Exhibitions and Educational Programs,"
ref275_jv7,97479,"Coffee Talks (1 of 2),"
ref276_2bx,97480,"Coffee Talks (2 of 2),"
ref277_6uo,97481,"Exhibitons,"
ref278_7i1,97482,"Exhibitions and Educational Programs,"
ref279_et9,97483,"Exhibitions and Educational Programs,"
ref280_8a3,97484,"Echoes: Reflection Response- Photographic Exhibiton Honoring Louise Martin,"
ref281_mq7,97485,"Exhibitions and Educational Programs,
"
ref283_z34,97489,"Art and Community Development Conference (1 of 2),"
ref285_4ch,97497,"Art and Community Development Conference (2 of 2),"
ref286_7om,97498,"Exhibitions and Educational Programs,"
ref289_12t,97503,"Exhibitions and Educational Programs,"
ref292_sll,97511,"Exhibitions and Educational Programs,"
ref293_oyv,97519,"Exhibitions and Educational Programs (1 of 2),"
ref294_uth,97520,"Exhibitions and Educational Programs (2 of 2),"
ref295_eo0,97524,"Exhibitions and Educational Programs (1 of 2),"
ref296_020,97525,"Exhibitions and Educational Programs (2 of 2),"
ref300_d9a,97529,"Art Summer (2 of 5),"
ref301_txe,97530,"Art Summer (3 of 5),"
ref302_9tz,97531,"Art Summer (4 of 5),"
ref303_q07,97532,"Art Summer (5 of 5),"
ref304_18k,97533,"Art Summer (1 of 3),"
ref305_soi,97534,"Art Summer (2 of 3),"
ref306_xcn,97535,"Art Summer (3 of 3),"
ref308_qx6,97538,"Biggers Quilt Project,"
ref311_pa5,97541,"Programs and Community Service Projects (2 of 3),"
ref934_i67,98455,"Income Tax,"
ref935_inm,98456,"Income Tax,"
ref1689_pzy,99170,"Ledger: Assests, Liabilities, Income, Expenses, Transfer Sheets,"
ref70_q72,101180,"Poulenc et Rocamadour,
"
ref65_f2e,101181,"Emmanuel Chabrier,"
ref66_ovy,101182,"Francis Poulenc: Journal de mes Mélodies,"
ref67_4dn,101183,"La Revue des Deux Mondes,"
ref68_1b1,101184,"Aubade Concerto chorégraphique pour piano et dix-huit instruments (printed score),"
ref116_555,101185,"Francis Poulenc Improvisations pour le piano. XIVème Improvisation en ré bémol majeur (printed score),"
ref113_8ek,101235,"Newsclippings from French and English publications (primariy French),"
ref16_nyg,110674,"Series I: Administrative Files,"
ref17_vrv,110675,"Accounting Memos,"
ref18_yph,110676,"Accounting Policies - Fine Arts Department,"
ref19_18c,110677,"Budget, Current,"
ref20_27f,110678,"Budget, Current,"
ref21_a5s,110679,"Budget, Current,"
ref22_f0z,110680,"Budget, Request,"
ref23_5dn,110681,"Budget, Request,"
ref24_f6m,110682,"Budget, Request,"
ref25_zp5,110683,"Budget-Library,"
ref26_zbj,110684,"Flood Insurance,"
ref27_47t,110685,"Policies - Dr. Pitzer,"
ref28_617,110686,"Policies - General,"
ref29_ird,110687,"Travel - Faculty,"
ref31_lf9,110688,"Series II: Committees - On and Off Campus,"
ref32_789,110689,"Advisory Councils,"
ref33_0wd,110690,"Committees - Miscellaneous,"
ref34_zpw,110691,"Cultural Affairs Committee,"
ref35_768,110692,"Committee on Examinations and Standing,"
ref36_uxl,110693,"Committee on Humanities Research,"
ref37_4k8,110694,"Committee on Public Lectures,"
ref40_d6k,110696,"Course Enrollment,"
ref41_m2x,110697,"Course Schedules,"
ref42_ce4,110698,"Course Schedules,"
ref43_xsn,110699,"Course Enrollment,"
ref44_o2v,110700,"Course Offered,"
ref45_h3a,110701,"Course Offered,"
ref46_b3k,110702,"Fine Arts, Majors,"
ref48_6c0,110704,"Grading and Examination Schedule,"
ref51_y8w,110706,"Acquisitions Advisory Committee - Artwork gift for Rice University,"
ref52_48y,110707,"Thomas Bang Sculpture,"
ref53_z8h,110708,"CAA Collection/Rice,"
ref54_xa7,110709,"College Art Association of America,"
ref56_8u9,110711,"Exhibitions,"
ref57_0mf,110712,"Exhibitions,"
ref58_cih,110713,"Exhibitions - Fine Arts Gallery,"
ref59_3jz,110714,"Exhibitions/Transient - American Federation of Art,"
ref60_w7r,110715,"Exhibitions/Transient - Museum of Modern Art,"
ref61_wgl,110716,"Exhibitions/Transient - Museum of Modern Art,"
ref62_2x9,110717,"Fine Arts Exhibit,"
ref63_wzq,110718,"Fine Arts Gallery,"
ref64_nq7,110719,"Gallery Exhibitions - American Printmakers: The Avant Garde,"
ref65_jvy,110720,"Gallery Exhibitions - Thomas Bang Sculpture,"
ref66_ga4,110721,"Gallery Exhibitions - The British Eye Prints,"
ref67_6qh,110722,"Gallery Exhibitions - Bob Camblin,"
ref68_poc,110723,"Gallery Exhibitions - Dorothy Hood,"
ref69_c99,110724,"Gallery Exhibitions - Ferdinand Rotan Galleries, Inc.,"
ref70_osy,110725,"Gallery Exhibitions - Daniel Shapiro,"
ref71_7zm,110726,"Gallery Exhibitions - Oli Sihvonen,"
ref72_2n3,110727,"Gallery Exhibitions - John Thomas Paintings,"
ref73_7c3,110728,"Gallery Exhibitions - Winningham/Johnson,"
ref74_oc0,110729,"Gallery Policies,"
ref75_e7v,110730,"Memberships,"
ref76_39i,110731,"Press Releases,"
ref77_oyf,110732,"Tony Smith Exhibition,"
ref78_t64,110733,"Earl Staley, One Man Show,"
ref80_xxe,110734,"Series V: General Business and Correspondence,"
ref81_7gw,110735,"Calendar,"
ref82_jxy,110736,"Calendar - Fine Arts,"
ref83_cd8,110737,"Correspondence - Campus Departments,"
ref84_bd0,110738,"Correspondence - Dean of Humanities,"
ref85_hgi,110739,"Correspondence - Drama,"
ref86_4xp,110740,"Correspondence - Faculty,"
ref87_kpa,110741,"Correspondence - Fine Arts,"
ref88_9v5,110742,"Correspondence - Fine Arts,"
ref91_yl0,110745,"Correspondence - Miscellaneous,"
ref92_h6q,110746,"Correspondence - John O'Neil, Memos,"
ref93_gei,110747,"Correspondence - John O'Neil, Miscellaneous,"
ref94_tuy,110748,"Correspondence - John O'Neil, Miscellaneous,"
ref95_j20,110749,"Correspondence - John O'Neil, Personal,"
ref96_93a,110750,"Faculty Meeting Minutes,"
ref97_jh2,110751,"Fellowships and Scholarships,"
ref98_zg0,110752,"Films, Lost Claim (Hepworth and American Folk Art),"
ref99_8de,110753,"Fine Arts in Texas Research Project,"
ref100_e98,110754,"Foreign Proposals,"
ref101_g84,110755,"Graduate Student Information,"
ref102_nzk,110756,"Guadalajara Summer Session,"
ref104_x6u,110758,"Houston Arts Festival,"
ref105_f74,110759,"Lecturers - John O'Neil,"
ref106_6y9,110760,"Rice University Review,"
ref107_yy9,110761,"Student-Related Information, General,"
ref108_rcb,110762,"Student Journal, Collage,"
ref109_lfg,110763,"Thresher, General Course Review,"
ref112_e4c,110765,"Alahadeff, Albert, History of Art,"
ref113_xi7,110766,"Alloway, Lawrence, Visiting Lecturer,"
ref114_q8t,110767,"Bang, Thomas, Studio,"
ref115_3we,110768,"Baumann, Edzard, Art History (Declined),"
ref116_clg,110769,"Begley, Wayne, Art History,"
ref117_v1n,110770,"Belz, Carl, Art History (Declined),"
ref118_p0o,110771,"Caldwell, Martha, Art History,"
ref119_dwt,110772,"Fridge, Roy, Special Projects,"
ref120_8dl,110773,"Kane, William M., Art History,"
ref122_xjd,110775,"Mears, Herbert, Studio,"
ref123_gou,110776,"Rose, Jasper, Art History,"
ref124_oqm,110777,"Staley, Earl V., Studio,"
ref125_509,110778,"Candidates - Fine Arts (from President's Office),"
ref126_7ce,110779,"Personnel - Curriculum Vitae,"
ref127_x12,110780,"Personnel - Miscellaneous Correspondence,"
ref128_nbv,110781,"Personnel - Recommendations, John O'Neil,"
ref129_x0u,110782,"Visiting Lecturers,"
ref172_xrz,116643,"[Faculty] Associates,"
ref173_04p,116644,"Awards, probations,"
ref174_mz9,116645,"Baker Night,"
ref175_0v2,116646,"Budget,"
ref176_4p8,116647,"Buildings and Grounds (Dept.),"
ref177_rqx,116648,"Cabinet,"
ref178_qsj,116649,"Co-ed college,"
ref179_8sf,116650,"Co-ed college recommendations,"
ref180_gyd,116651,"Convocation,"
ref181_ni8,116652,"Correspondence: Cabinet and committee,"
ref182_0tg,116653,"Correspondence: C.W. Philpott re: Baker members,"
ref183_ppa,116654,"Correspondence: C.W. Philpott letters of recommendation,"
ref184_k7n,116655,"Correspondence: C.W. Philpott general,"
ref185_wm2,116656,"Courses,"
ref186_k4v,116657,"Court,"
ref187_v50,116658,"[Timothy] Dwight College affiliation,"
ref188_4ps,116659,"Food service,"
ref189_mon,116660,"Freshman mail-outs,"
ref190_oxu,116661,"Freshman orientation week,"
ref191_685,116662,"[Pumpkin] Grades,"
ref192_4gz,116663,"Health Services,"
ref193_t6g,116664,"Mentors, committee,"
ref194_w1z,116665,"Minutes,"
ref195_lq0,116666,"Parents' Day,"
ref196_vdv,116667,"Readmissions, leaves,"
ref197_wua,116668,"Receptions and special guests,"
ref198_vjg,116669,"Resident information forms,"
ref199_o4u,116670,"Room assignments,"
ref200_iec,116671,"Room deposits,"
ref201_q47,116672,"Rosters,"
ref202_8ad,116673,"Rules and regulations,"
ref203_l4c,116674,"Shakespeare week,"
ref204_d8z,116675,"Tutorial program,"
ref205_gty,116676,"Undergraduate advising,"
ref206_1a6,116677,"Baker bus,"
ref211_hq2,116682,"[Undergraduate] Advising,"
ref212_17i,116683,"[Community] Associates,"
ref213_rze,116684,"[Faculty] Associates,"
ref214_77v,116685,"""Associatettes"","
ref215_h37,116686,"Awards, probations,"
ref216_a3m,116687,"Baker House remodeling,"
ref217_5ab,116688,"Baker Night,"
ref218_d2a,116689,"Budget,"
ref219_pm6,116690,"Buildings and Grounds (Dept. of),"
ref220_j3k,116691,"Cabinet,"
ref221_iov,116692,"Committee of Masters,"
ref222_wkp,116693,"Convocation,"
ref223_w8r,116694,"Correspondence: D. Minter re: Baker members,"
ref224_20w,116695,"Correspondence: D. Minter letters of recommendation,"
ref225_iyk,116696,"Correspondence: D. Minter general,"
ref226_ju1,116697,"Correspondence: Cabinet and committee,"
ref227_7b8,116698,"Correspondence: Garside,"
ref228_7u9,116699,"[Timothy] Dwight College affiliation,"
ref229_6wt,116700,"Elections,"
ref230_but,116701,"Food service,"
ref231_zwl,116702,"Freshman college information forms,"
ref232_z0c,116703,"Freshman mail-outs,"
ref233_hwp,116704,"Freshman orientation,"
ref234_12z,116705,"[Pumpkin] Grades,"
ref235_au0,116706,"Health Services,"
ref236_tjz,116707,"Hemphill Four,"
ref237_ue4,116708,"Homeceoming,"
ref238_ycx,116709,"Leaves of absence,"
ref239_a1y,116710,"Masters' meetings,"
ref240_2bc,116711,"Mentors, committees,"
ref241_gev,116712,"[Cabinet] Minutes,"
ref242_qqs,116713,"Parents' Day,"
ref243_xgd,116714,"Performance evaluations - staff,"
ref244_qti,116715,"Readmissions,"
ref245_pec,116716,"Renovations,"
ref246_v30,116717,"Room assignments,"
ref247_7cq,116718,"Room deposits,"
ref248_bis,116719,"Rosters,"
ref249_1dg,116720,"Rules and regulations,"
ref250_vgb,116721,"Shakespeare Festival,"
ref251_390,116722,"Shakespeare Week,"
ref252_892,116723,"Tutorial Program,"
ref254_lc3,116725,"[Undergraduate] Advising,"
ref255_6iz,116726,"[Community] Associates,"
